participant_id,day,prompts,answers,sleep_hours,ema
100,23,10,2,6.7,0
100,24,11,7,10.5,0
100,25,11,3,8.4,0
100,26,11,4,6.6,0
100,27,11,3,8.3,0
100,28,11,4,7.3,0
100,29,9,4,5.8,0
100,30,10,3,5.0,1
101,1,9,5,10.5,1
101,2,10,7,7.8,0
101,3,9,3,9.7,1
101,4,9,4,6.2,1
101,5,9,5,9.2,0
101,6,10,6,9.3,0
101,7,10,4,7.9,1
101,8,9,4,9.3,1
101,9,9,6,9.3,0
101,10,9,4,4.9,0
101,11,9,4,10.2,1
101,12,10,2,5.2,1
101,13,11,6,8.2,1
101,14,10,3,9.8,0
101,15,9,5,8.8,0
101,16,10,2,5.3,0
101,17,10,3,6.4,0
101,18,10,5,7.7,0
101,19,9,7,6.2,0
101,20,9,3,7.5,1
101,21,8,4,8.2,0
101,22,10,6,6.9,1
101,23,10,5,5.3,0
101,24,10,5,6.6,1
101,25,11,4,7.5,1
101,26,10,4,9.1,0
101,27,10,4,8.4,0
101,28,10,2,5.4,0
101,29,10,4,8.6,0
101,30,9,6,8.6,1
